AccountSeq,AccountID,AccountName,Street,City,StateorProvince,PostalCode,Country,Latitude,Longitude,Phone,NumberofEmployees,AnnualRevenue,AccountOwnerSeq,IndustrySeq,AccountOwner,Industry,Territory,Region,AccountNumber
1225,7d51cbc0-eb1e-eb11-a814-000d3a9c7ff2,"Abbott, Connelly and Pagac",9 Elgar Road,Charlottesville,VA,22903,United States,38.0339,-78.4924,-6822,"4,100","$25,000,000 ",9,39,David So,Restaurants,US-SOUTH,North America,AN-100226
1226,72178e87-f51e-eb11-a814-000d3a9c7ff2,"Abbott, Conroy and Torp",69010 Calypso Alley,San Isidro,NLE,64103,Mexico,25.7232439,-100.3671389,670-398-8345,"9,600","$90,000,000 ",1,15,Molly Clark,Hospital/Nursing Management,Mexico,North America,AN-100227
1227,00c48905-de1e-eb11-a814-000d3a9c7ff2,"Abbott, Corkery and Marks",8 Birchwood Way,La Cruz,JAL,47707,Mexico,23.9211737,-106.8915948,917-993-4683,"6,400","$95,000,000 ",1,35,Molly Clark,Property-Casualty Insurers,Mexico,North America,AN-100228
1228,cfc3eba1-e51e-eb11-a814-000d3a9c7ff2,"Abbott, Cruickshank and Kreiger",444 Hayes Drive,Timmins,ON,P4P,Canada,48.4980698,-81.3463468,871-568-7926,"4,400","$156,000,000 ",10,39,Alan Steiner,Restaurants,Canada,North America,AN-100229
1229,dd79d4b3-e51e-eb11-a814-000d3a9c7ff2,"Abbott, Cummerata and Cartwright",2 Westend Lane,Philadelphia,PA,19093,United States,40.0018,-75.1179,-8040,"5,300","$17,000,000 ",4,34,Julian Isla,Precious Metals,US-NORTHEAST,North America,AN-100230
1230,54cf2b83-ef1e-eb11-a814-000d3a9c7ff2,"Abbott, Cummings and Schamberger",6066 Fuller Pass,Mont-Tremblant,QC,J8E,Canada,46.1223915,-74.5838514,297-703-9088,"2,200","$36,000,000 ",10,30,Alan Steiner,Ordnance And Accessories,Canada,North America,AN-100231
1231,2cfb9ce4-eb1e-eb11-a814-000d3a9c7ff2,"Abbott, Cummings and Schiller",0 American Way,Tambobamba,,,Peru,-13.945728,-72.1756733,-1216,"2,100","$39,000,000 ",8,20,Sanjay Shah,Major Banks,Peru,LATAM,AN-100232
1232,5440c925-f11e-eb11-a814-000d3a9c7ff2,"Abbott, D'Amore and Gleichner",3832 Nelson Place,New Orleans,LA,70129,United States,30.0877,-89.8462,-10090,"4,600","$32,000,000 ",1,5,Molly Clark,Clothing/Shoe/Accessory Stores,US-SOUTH,North America,AN-100233
1233,ca0b6ad1-e61e-eb11-a814-000d3a9c7ff2,"Abbott, Daniel and Koch",554 Forest Run Park,Colorado Springs,CO,80915,United States,38.8558,-104.7134,-9915,"4,000","$46,000,000 ",1,32,Molly Clark,Packaged Foods,US-WEST,North America,AN-100234
1234,8f4fcd9c-f61e-eb11-a814-000d3a9c7ff2,"Abbott, Denesik and West",1 Columbus Court,Evansville,IN,47725,United States,38.1071,-87.5256,-5406,"8,500","$32,000,000 ",2,8,Eric Gruber,"Computer Software: Programming, Data Processing",US-MIDWEST,North America,AN-100235
1235,a2d46441-f01e-eb11-a814-000d3a9c7ff2,"Abbott, Dooley and Prohaska",928 Badeau Terrace,Las Animas,GRO,39280,Mexico,19.2558715,-99.0165468,758-288-6146,"9,200","$106,000,000 ",1,29,Molly Clark,Oilfield Services/Equipment,Mexico,North America,AN-100236
1236,dc9b94f0-eb1e-eb11-a814-000d3a9c7ff2,"Abbott, Dooley and Senger",6879 Kensington Junction,Summerside,PE,C1N,Canada,46.4027492,-63.7716391,592-618-4518,"6,600","$76,000,000 ",10,15,Alan Steiner,Hospital/Nursing Management,Canada,North America,AN-100237
1237,4b57fffb-f01e-eb11-a814-000d3a9c7ff2,"Abbott, Durgan and Gislason",746 Union Alley,Meridian,MS,39305,United States,32.4401,-88.6783,-8771,"7,200","$98,000,000 ",9,26,David So,Medical/Nursing Services,US-SOUTH,North America,AN-100238
1238,8d89fc42-e61e-eb11-a814-000d3a9c7ff2,"Abbott, Durgan and Wintheiser",033 Ohio Drive,Mount Pearl,NL,A1N,Canada,47.5206407,-52.8076818,191-176-5821,"9,300","$74,000,000 ",10,38,Alan Steiner,Recreational Products/Toys,Canada,North America,AN-100239
1239,63cbc428-f91e-eb11-a814-000d3a9c7ff2,"Abbott, Durgan and Zulauf",9463 Valley Edge Court,Washington,DC,20525,United States,38.8933,-77.0146,-4147,"6,900","$150,000,000 ",9,43,David So,Transportation Services,US-SOUTH,North America,AN-100240
1240,d51cde18-f81e-eb11-a814-000d3a9c7ff2,"Abbott, Ebert and Moen",893 Sloan Park,Ashcroft,BC,L0R,Canada,50.72372,-121.28207,466-210-9588,"6,300","$173,000,000 ",10,19,Alan Steiner,Life Insurance,Canada,North America,AN-100241
1241,0706c90a-f51e-eb11-a814-000d3a9c7ff2,"Abbott, Effertz and Dicki",9715 Carpenter Circle,Los Fresnos,GUA,36750,Mexico,20.9455701,-101.4423451,145-708-7902,"4,000","$97,000,000 ",1,25,Molly Clark,Medical/Dental Instruments,Mexico,North America,AN-100242
1242,f37ff8f6-ec1e-eb11-a814-000d3a9c7ff2,"Abbott, Effertz and Huel",42 Mallory Road,Philadelphia,PA,19125,United States,39.9788,-75.1262,-3653,"3,300","$56,000,000 ",4,43,Julian Isla,Transportation Services,US-NORTHEAST,North America,AN-100243
1243,3f9c2fa8-f41e-eb11-a814-000d3a9c7ff2,"Abbott, Effertz and Kirlin",31 Linden Parkway,San Isidro,VER,94723,Mexico,19.482042,-99.1985584,921-346-9443,"7,300","$75,000,000 ",1,21,Molly Clark,Major Chemicals,Mexico,North America,AN-100244
1244,170f5db5-e31e-eb11-a814-000d3a9c7ff2,"Abbott, Farrell and VonRueden",57821 Hagan Way,Charlotte,NC,28205,United States,35.22,-80.7881,-6591,"8,400","$15,000,000 ",7,20,Spencer Low,Major Banks,US-SOUTH,North America,AN-100245
1245,8fae5adc-f11e-eb11-a814-000d3a9c7ff2,"Abbott, Farrell and Zieme",75604 Evergreen Way,Dorchester,ON,E4K,Canada,45.900828,-64.5169467,619-706-6934,"6,300","$74,000,000 ",10,35,Alan Steiner,Property-Casualty Insurers,Canada,North America,AN-100246
1246,3a3d3b77-ef1e-eb11-a814-000d3a9c7ff2,"Abbott, Feil and Denesik",5 Clove Place,Meadow Lake,SK,S9X,Canada,54.1212091,-108.4295552,383-436-0398,"7,500","$7,000,000 ",10,1,Alan Steiner,Air Freight/Delivery Services,Canada,North America,AN-100247
1247,93cf0ef0-f01e-eb11-a814-000d3a9c7ff2,"Abbott, Frami and Bednar",0 Lindbergh Parkway,Springfield,MA,1114,United States,42.1707,-72.6048,-6894,"4,000","$15,000,000 ",4,9,Julian Isla,Diversified Commercial Services,US-NORTHEAST,North America,AN-100248
1248,a5cb4ed7-f61e-eb11-a814-000d3a9c7ff2,"Abbott, Frami and Brown",99193 Ridgeview Place,Aston,ENG,TF6,United Kingdom,52.684744,-2.569913,735-631-7154,"7,400","$36,000,000 ",12,19,Anne Weiler,Life Insurance,United Kingdom,EMEA,AN-100249
1249,c6204df6-f31e-eb11-a814-000d3a9c7ff2,"Abbott, Friesen and Breitenberg",7277 Utah Circle,Victoria,BC,V9A,Canada,48.4373686,-123.4112839,414-315-2628,"3,400","$144,000,000 ",10,32,Alan Steiner,Packaged Foods,Canada,North America,AN-100250
1250,c1366f9f-f51e-eb11-a814-000d3a9c7ff2,"Abbott, Funk and Feest",4183 Shasta Avenue,Grand Bank,NL,E8K,Canada,47.09995,-55.76504,480-279-1444,"9,400","$87,000,000 ",10,9,Alan Steiner,Diversified Commercial Services,Canada,North America,AN-100251
1251,22cd64af-e31e-eb11-a814-000d3a9c7ff2,"Abbott, Gislason and Hoppe",136 Fisk Junction,Atlanta,GA,31165,United States,33.7629,-84.4226,-2551,"3,600","$43,000,000 ",9,12,David So,Food Distributors,US-SOUTH,North America,AN-100252
1252,e4a1c3c6-eb1e-eb11-a814-000d3a9c7ff2,"Abbott, Gleichner and Leuschke",52 Mallory Street,Normandin,QC,G0H,Canada,48.83328,-72.53209,245-904-1590,"3,200","$10,000,000 ",10,30,Alan Steiner,Ordnance And Accessories,Canada,North America,AN-100253
1253,91cc4ed7-f61e-eb11-a814-000d3a9c7ff2,"Abbott, Gorczany and D'Amore",3977 Farragut Way,Omaha,NE,68124,United States,41.2338,-96.0495,-6320,"5,500","$75,000,000 ",2,2,Eric Gruber,Automotive Aftermarket,US-MIDWEST,North America,AN-100254
1254,4c22a2b4-f31e-eb11-a814-000d3a9c7ff2,"Abbott, Gottlieb and Bergnaum",50 Vera Plaza,Sydney,NSW,1171,Australia,-33.863927,151.201887,246-638-2958,"1,800","$48,000,000 ",6,44,Renee Lo,Water Supply,Australia,APAC,AN-100255
1255,b614ca1a-ed1e-eb11-a814-000d3a9c7ff2,"Abbott, Gottlieb and Homenick",3 Burrows Court,Beausejour,MB,M1C,Canada,50.0622,-96.51669,911-769-5930,"8,000","$31,000,000 ",10,30,Alan Steiner,Ordnance And Accessories,Canada,North America,AN-100256
1256,d38216ea-f01e-eb11-a814-000d3a9c7ff2,"Abbott, Goyette and Gerlach",77710 Morrow Way,Columbus,OH,43220,United States,40.0495,-83.0669,-5994,"7,700","$72,000,000 ",3,29,Jeff Hay,Oilfield Services/Equipment,US-MIDWEST,North America,AN-100257
1257,cfd3bce1-ef1e-eb11-a814-000d3a9c7ff2,"Abbott, Green and Rutherford",4641 Mcguire Plaza,Acarí,,,Peru,-15.4384565,-74.6180833,-6987,"4,400","$156,000,000 ",8,0,Sanjay Shah,n/a,Peru,LATAM,AN-100258
1258,49cf3acc-f01e-eb11-a814-000d3a9c7ff2,"Abbott, Greenfelder and Grant",88 Thompson Terrace,Eastern Suburbs Mc,NSW,1325,Australia,-33.93274,151.188577,912-227-9263,"2,900","$96,000,000 ",6,43,Renee Lo,Transportation Services,Australia,APAC,AN-100259
1259,ea301f0c-f21e-eb11-a814-000d3a9c7ff2,"Abbott, Greenfelder and Harber",58385 Oak Valley Alley,Carhuamayo,,,Peru,-10.9207843,-76.0594972,-2522,"1,800","$48,000,000 ",8,37,Sanjay Shah,Real Estate Investment Trusts,Peru,LATAM,AN-100260
1260,648b3043-f61e-eb11-a814-000d3a9c7ff2,"Abbott, Greenfelder and Hills",775 Gale Alley,Lévis,QC,G6W,Canada,46.7530428,-71.2196569,434-940-6219,"6,500","$68,000,000 ",10,15,Alan Steiner,Hospital/Nursing Management,Canada,North America,AN-100261
1261,3396f17e-f61e-eb11-a814-000d3a9c7ff2,"Abbott, Greenholt and Eichmann",1 Dunning Parkway,Saint Petersburg,FL,33737,United States,27.8918,-82.7248,-5794,"8,000","$16,000,000 ",9,40,David So,Savings Institutions,US-SOUTH,North America,AN-100262
1262,ffdabce1-ef1e-eb11-a814-000d3a9c7ff2,"Abbott, Greenholt and Kihn",2 Hooker Parkway,New-Richmond,QC,J7R,Canada,48.16059,-65.85823,348-361-3311,"6,200","$122,000,000 ",10,1,Alan Steiner,Air Freight/Delivery Services,Canada,North America,AN-100263
1263,bcafcb2a-f81e-eb11-a814-000d3a9c7ff2,"Abbott, Greenholt and Turner",0908 Dahle Center,Santa Barbara,CA,93111,United States,34.4453,-119.8025,-8620,"7,500","$47,000,000 ",11,35,Alicia Thomber,Property-Casualty Insurers,US-WEST,North America,AN-100264
1264,d824ed4e-e61e-eb11-a814-000d3a9c7ff2,"Abbott, Grimes and Schowalter",3 Farmco Terrace,Carol Stream,IL,60158,United States,41.9166,-88.1208,-3588,"6,100","$19,000,000 ",2,19,Eric Gruber,Life Insurance,US-MIDWEST,North America,AN-100265
1265,feb082bd-e41e-eb11-a814-000d3a9c7ff2,"Abbott, Gulgowski and Bogan",917 6th Street,Aurora,IL,60505,United States,41.7582,-88.2971,-9918,"4,200","$18,000,000 ",2,17,Eric Gruber,Integrated oil Companies,US-MIDWEST,North America,AN-100266
1266,13f89391-f11e-eb11-a814-000d3a9c7ff2,"Abbott, Gutmann and Brekke",3 Talisman Alley,Fort Smith,AR,72905,United States,35.191,-94.2382,-6775,"3,100","$82,000,000 ",1,23,Molly Clark,Marine Transportation,US-SOUTH,North America,AN-100267
1267,a879f9d1-f41e-eb11-a814-000d3a9c7ff2,"Abbott, Hackett and Simonis",70 Arrowood Drive,Oklahoma City,OK,73119,United States,35.421,-97.5616,-9764,"4,700","$27,000,000 ",1,28,Molly Clark,Oil/Gas Transmission,US-SOUTH,North America,AN-100268
1268,15fec036-f81e-eb11-a814-000d3a9c7ff2,"Abbott, Hahn and Schumm",27172 Bobwhite Avenue,Springfield,OH,45505,United States,39.9106,-83.7856,-6102,"3,600","$24,000,000 ",3,21,Jeff Hay,Major Chemicals,US-MIDWEST,North America,AN-100269
1269,e1c8eaf8-f81e-eb11-a814-000d3a9c7ff2,"Abbott, Hahn and Steuber",5 Hoard Place,Saint Louis,MO,63167,United States,38.6383,-90.4271,-2897,"7,100","$38,000,000 ",2,25,Eric Gruber,Medical/Dental Instruments,US-MIDWEST,North America,AN-100270
1270,728dc12b-f11e-eb11-a814-000d3a9c7ff2,"Abbott, Halvorson and Hackett",12 Hoffman Street,Sydney,NSW,1033,Australia,-33.8688197,151.2092955,797-285-0589,"9,400","$45,000,000 ",6,34,Renee Lo,Precious Metals,Australia,APAC,AN-100271
1271,0b4e2b07-dd1e-eb11-a814-000d3a9c7ff2,"Abbott, Halvorson and Rau",3904 Forster Street,Port-Cartier,QC,G5B,Canada,50.0234664,-66.8869412,404-777-2042,"9,100","$38,000,000 ",10,16,Alan Steiner,Industrial Machinery/Components,Canada,North America,AN-100272
1272,3cccccb9-e51e-eb11-a814-000d3a9c7ff2,"Abbott, Hammes and Bartoletti",334 Donald Plaza,Magog,QC,J1X,Canada,45.2879358,-72.1547927,990-157-9287,"5,500","$165,000,000 ",10,12,Alan Steiner,Food Distributors,Canada,North America,AN-100273
1273,2c16b5e7-ef1e-eb11-a814-000d3a9c7ff2,"Abbott, Hammes and Kohler",94 Mallard Circle,Fort Wayne,IN,46814,United States,41.0456,-85.3058,-5320,"9,100","$62,000,000 ",2,1,Eric Gruber,Air Freight/Delivery Services,US-MIDWEST,North America,AN-100274
1274,fd56c220-ed1e-eb11-a814-000d3a9c7ff2,"Abbott, Hammes and Marquardt",668 Ilene Parkway,La Tinguiña,,,Peru,-14.0393995,-75.7051647,-3778,"3,100","$82,000,000 ",8,16,Sanjay Shah,Industrial Machinery/Components,Peru,LATAM,AN-100275
1275,e93502be-e21e-eb11-a814-000d3a9c7ff2,"Abbott, Hane and Feil",3 Darwin Parkway,Eastern Suburbs Mc,NSW,1315,Australia,-38.043127,145.297768,485-513-6645,"4,600","$76,000,000 ",6,27,Renee Lo,Oil & Gas Production,Australia,APAC,AN-100276
1276,31a24a64-f71e-eb11-a814-000d3a9c7ff2,"Abbott, Hartmann and Rempel",55888 Waywood Avenue,New York City,NY,10079,United States,40.7808,-73.9772,-8409,"9,700","$180,000,000 ",4,29,Julian Isla,Oilfield Services/Equipment,US-NORTHEAST,North America,AN-100277
1277,1502c136-f81e-eb11-a814-000d3a9c7ff2,"Abbott, Heaney and Rempel",5824 Oakridge Street,Windsor,ON,J1S,Canada,45.5787215,-72.001055,347-101-8379,"4,000","$67,000,000 ",10,38,Alan Steiner,Recreational Products/Toys,Canada,North America,AN-100278
1278,a3788b23-f01e-eb11-a814-000d3a9c7ff2,"Abbott, Hegmann and Greenholt",60057 Carberry Terrace,Norwalk,CT,6854,United States,41.0957,-73.4285,-4361,"8,400","$88,000,000 ",4,11,Julian Isla,Electric Utilities: Central,US-NORTHEAST,North America,AN-100279
1279,8dec7699-f51e-eb11-a814-000d3a9c7ff2,"Abbott, Heidenreich and Beer",18571 Steensland Lane,Lacombe,AB,T4L,Canada,52.4630512,-113.7286241,541-640-4520,"9,200","$97,000,000 ",10,26,Alan Steiner,Medical/Nursing Services,Canada,North America,AN-100280
1280,7de28d2e-f71e-eb11-a814-000d3a9c7ff2,"Abbott, Heller and Kulas",33 Orin Court,Pocatello,ID,83206,United States,42.6395,-112.3138,-8520,"5,800","$100,000,000 ",11,1,Alicia Thomber,Air Freight/Delivery Services,US-WEST,North America,AN-100281
1281,ed14214f-f61e-eb11-a814-000d3a9c7ff2,"Abbott, Heller and Schimmel",6935 Emmet Pass,Invermere,BC,J1K,Canada,50.51666,-116.03538,701-222-5227,"8,900","$87,000,000 ",10,22,Alan Steiner,Major Pharmaceuticals,Canada,North America,AN-100282
1282,1fd5d114-ed1e-eb11-a814-000d3a9c7ff2,"Abbott, Herman and Stroman",2559 Scott Parkway,Ashley,ENG,SN13,United Kingdom,51.4139633,-2.2685462,486-827-2315,"5,400","$44,000,000 ",12,29,Anne Weiler,Oilfield Services/Equipment,United Kingdom,EMEA,AN-100283
1283,27bd3bf4-f11e-eb11-a814-000d3a9c7ff2,"Abbott, Hermiston and Reynolds",92223 Beilfuss Point,Denver,CO,80299,United States,39.7388,-104.4083,-5206,"7,800","$19,000,000 ",1,4,Molly Clark,Business Services,US-WEST,North America,AN-100284
1284,2b39eaff-f21e-eb11-a814-000d3a9c7ff2,"Abbott, Hermiston and Tillman",349 Golf Pass,Australia Square,NSW,1213,Australia,-33.8651294,151.2078882,865-592-3715,"8,000","$174,000,000 ",6,44,Renee Lo,Water Supply,Australia,APAC,AN-100285
1285,b37179c5-e61e-eb11-a814-000d3a9c7ff2,"Abbott, Herzog and Hartmann",2 Clarendon Pass,Cochrane,AB,T4C,Canada,51.1909883,-114.4678603,173-861-0859,"4,800","$85,000,000 ",10,23,Alan Steiner,Marine Transportation,Canada,North America,AN-100286
1286,0df0e3a7-e51e-eb11-a814-000d3a9c7ff2,"Abbott, Hickle and Halvorson",90071 Golf Junction,Concord,ON,L4K,Canada,43.798329,-79.5079073,710-483-7604,"3,200","$86,000,000 ",10,18,Alan Steiner,Investment Managers,Canada,North America,AN-100287
1287,ff2f73c9-e41e-eb11-a814-000d3a9c7ff2,"Abbott, Hirthe and VonRueden",680 Luster Road,Washington,DC,20088,United States,38.8933,-77.0146,-5464,"5,600","$94,000,000 ",9,22,David So,Major Pharmaceuticals,US-SOUTH,North America,AN-100288
1288,c5a5d916-f91e-eb11-a814-000d3a9c7ff2,"Abbott, Hodkiewicz and Smith",29184 Mariners Cove Park,Pittsburgh,PA,15230,United States,40.4344,-80.0248,-10900,"9,100","$122,000,000 ",4,5,Julian Isla,Clothing/Shoe/Accessory Stores,US-NORTHEAST,North America,AN-100289
1289,fd0ce3fe-f81e-eb11-a814-000d3a9c7ff2,"Abbott, Homenick and Emmerich",0 Twin Pines Lane,Assiniboia,SK,H3C,Canada,49.63336,-105.98446,400-659-3769,"9,700","$95,000,000 ",10,24,Alan Steiner,Medical Specialities,Canada,North America,AN-100290
1290,6be354f0-f31e-eb11-a814-000d3a9c7ff2,"Abbott, Homenick and Stracke",1494 Maple Crossing,Houston,TX,77250,United States,29.7629,-95.3629,-4283,"6,500","$64,000,000 ",1,40,Molly Clark,Savings Institutions,US-SOUTH,North America,AN-100291
1291,66378543-e51e-eb11-a814-000d3a9c7ff2,"Abbott, Howell and Klein",02281 Northport Park,Little Rock,AR,72222,United States,34.7519,-92.3925,-9600,"7,600","$52,000,000 ",1,2,Molly Clark,Automotive Aftermarket,US-SOUTH,North America,AN-100292
1292,19c08329-f01e-eb11-a814-000d3a9c7ff2,"Abbott, Hudson and Effertz",37632 Independence Way,El Paso,TX,79911,United States,31.8925,-106.5426,-6232,"7,600","$69,000,000 ",1,37,Molly Clark,Real Estate Investment Trusts,US-SOUTH,North America,AN-100293
1293,63de8d2e-f71e-eb11-a814-000d3a9c7ff2,"Abbott, Jacobi and Goyette",5 Bartillon Street,Baie-Saint-Paul,QC,G3Z,Canada,47.4376347,-70.5082419,462-510-9731,"1,600","$46,000,000 ",10,3,Alan Steiner,Biotechnology: Commercial Physical & Biological Resarch,Canada,North America,AN-100294
1294,fb1ca2b4-f31e-eb11-a814-000d3a9c7ff2,"Abbott, Jacobs and Emmerich",9766 Glendale Parkway,Seattle,WA,98185,United States,47.4323,-121.8034,-2081,"8,100","$158,000,000 ",11,36,Alicia Thomber,Real Estate,US-WEST,North America,AN-100295
1295,85821067-f61e-eb11-a814-000d3a9c7ff2,"Abbott, Jakubowski and Hermann",10 Clyde Gallagher Plaza,Cedar Rapids,IA,52410,United States,42.0794,-91.5992,-8612,"6,400","$29,000,000 ",3,13,Jeff Hay,Forest Products,US-MIDWEST,North America,AN-100296
1296,bad2633b-e71e-eb11-a814-000d3a9c7ff2,"Abbott, Jakubowski and Hudson",531 Farragut Circle,Forestville,QC,G2B,Canada,48.73808,-69.08478,762-756-8956,"2,600","$133,000,000 ",10,38,Alan Steiner,Recreational Products/Toys,Canada,North America,AN-100297
1297,d35fd61e-f81e-eb11-a814-000d3a9c7ff2,"Abbott, Jaskolski and Becker",9939 Rutledge Terrace,Espanola,ON,P5E,Canada,46.2657181,-81.771057,693-159-9653,"9,700","$21,000,000 ",10,39,Alan Steiner,Restaurants,Canada,North America,AN-100298
1298,13c3da0b-f31e-eb11-a814-000d3a9c7ff2,"Abbott, Johnson and Boyer",131 American Ash Drive,Whittier,CA,90610,United States,33.7866,-118.2987,-10725,"4,500","$48,000,000 ",11,14,Alicia Thomber,Home Furnishings,US-WEST,North America,AN-100299
1299,870dbeed-ef1e-eb11-a814-000d3a9c7ff2,"Abbott, Johnson and Konopelski",6342 Warrior Drive,Arma,,,Peru,-12.09985,-77.0197479,-8692,"3,000","$60,000,000 ",8,28,Sanjay Shah,Oil/Gas Transmission,Peru,LATAM,AN-100300
